,name,address,kurtosis_oxygen,pregnant,education-num,relationship,skewness_glucose,mean_glucose,std_oxygen,capital-gain,skewness_oxygen,kurtosis_glucose,personal_info,education,fnlwgt,class,std_glucose,income,mean_oxygen,hours-per-week,capital-loss
13,William Stahly,"783 Jasmine Court Suite 164
Georgeton, ME 07729",8.144659508,f,12.0, Not-in-family,-0.41705790200000004,125.734375,18.9630456,0.0,74.963429,-0.09195560900000001,"Transport-moving|Iran
Never-married -- Private|White", Assoc-acdm,82743.0,0.0,-5344.718250999998, <=50K,2.913879599,55.0,0.0
14,Calvin Bracken,"766 Park Locks
Adamton, NH 92513",6.8606907810000015,f,6.0, Not-in-family,-0.165093855,108.9375,18.54338067,0.0,57.77839375,0.265501744,"Craft-repair|?
Never-married -- Private|Black", 10th,53930.0,0.0,46.51608425, <=50K,3.4924749160000004,40.0,0.0
15,Mickey Akins,"174 Antonio Ports
New Kyleburgh, CA 88621",7.337484128,f,16.0, Husband,0.336252131,106.9453125,21.53194095,0.0,57.89798113,0.153808139,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Doctorate,228873.0,0.0,4705.122018999999, >50K,3.510033445,45.0,0.0
16,Christopher Thai,"746 Christina Row
Port Jason, AL 53510",9.215087982,f,14.0, Husband,0.824543727,116.7265625,18.38866981,7688.0,92.00450389,0.161782762,"Exec_managerial|United-States
Married-civ-spouse -- Private|White", Masters,176335.0,0.0,42.16572861, >50K,2.300167224,65.0,0.0
17,William Krammes,"USCGC Wilcox
FPO AE 46899",7.897635851,f,10.0, Husband,0.245930698,117.3515625,19.96344085,0.0,72.27108382,0.077633445,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Some-college,236040.0,0.0,46.74391502, >50K,3.260869565,40.0,0.0
18,Eric Fala,"56228 Keith Glen
New Cory, NV 75526",13.47844552,f,12.0, Not-in-family,-0.245821467,122.9609375,11.16030723,0.0,248.4202528,-0.100266991,"Tech-support|United-States
Never-married -- Private|White", Assoc-acdm,90897.0,0.0,50.77083968, <=50K,1.456521739,40.0,0.0
19,Daniel Price,"Unit 9068 Box 5321
DPO AE 96612",10.7578308,f,9.0, Unmarried,0.5987826310000001,97.84375,13.17953968,0.0,152.31530580000003,0.49922428700000004,"Other-service|United-States
Divorced -- Private|White", HS-grad,106698.0,0.0,42.08221817, <=50K,1.97993311,40.0,0.0
20,Robert Flinn,"17143 Kyle Way
Lake Normantown, NM 98367",7.912281987,f,13.0, Not-in-family,0.16198600800000001,131.328125,23.44144742,0.0,64.72316036,0.166608148,"Prof-specialty|United-States
Never-married -- Self-emp-inc|White", Bachelors,62396.0,0.0,50.03391184, >50K,3.2090301,62.0,0.0
21,George Leisenring,"09856 Scott Viaduct Suite 183
Philipbury, SD 04399",4.510488962,F,13.0, Not-in-family,0.39293896799999994,108.2265625,34.18032691,0.0,20.14188138,0.308702725,"Prof-specialty|United-States
Never-married -- Private|White", Bachelors,187329.0,0.0,44.082701899999996, <=50K,8.172240803,40.0,0.0
22,Johnny Levey,"526 Lori River
East Danielville, DC 23714",15.30033692,f,11.0, Unmarried,-0.289645347,144.453125,13.22550531,0.0,261.10722749999996,-0.311328867,"?|United-States
Never-married -- ?|White", Assoc-voc,199046.0,0.0,52.15869106, <=50K,1.0811036790000002,2.0,0.0
23,Mitch Wilson,"309 James Hill Apt. 427
Port Veronica, AR 64173",10.48643507,f,14.0, Unmarried,-0.333959472,122.640625,12.95085662,0.0,149.67345669999997,0.052507059,"Prof-specialty|United-States
Widowed -- Federal-gov|White", Masters,197311.0,0.0,51.19199986, <=50K,1.894648829,40.0,0.0
24,Kenneth Randolph,"10012 Susan Parkways
New Robertbury, NH 64944",1.69389221,f,3.0, Other-relative,0.195138691,106.5,61.76721644,0.0,1.3486066909999999,0.194971812,"Other-service|United-States
Married-civ-spouse -- Private|White", 5th-6th,106541.0,0.0,46.85716327, <=50K,31.57608696,40.0,0.0
25,Robert Mallard,"9732 Jill Parkway Suite 297
Davisport, NC 38329",5.862879274,f,9.0, Wife,8.442367704,68.1015625,31.01071025,3471.0,34.59967467,2.10780892,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", HS-grad,273010.0,1.0,34.94836366, <=50K,5.709866221,40.0,0.0
26,Roger Pilling,"PSC 1164, Box 1307
APO AP 47559",0.116887235,f,13.0, Husband,-0.399542344,120.171875,93.13634885,0.0,-1.92141734,0.32189962899999996,"Sales|United-States
Married-civ-spouse -- Private|White", Bachelors,199029.0,0.0,56.64184481, >50K,89.16137124,55.0,2415.0
27,Lyndon Hirsch,"6427 Patricia Forks Apt. 106
Port Douglas, MT 35915",12.63557336,f,10.0, Husband,0.471969161,94.7421875,13.24148334,0.0,190.5530231,0.605039007,"Machine-op-inspct|United-States
Married-civ-spouse -- Private|White", Some-college,83064.0,0.0,47.37108264, <=50K,1.54180602,40.0,0.0
28,Jose Patton,"780 Jeffrey Manors Apt. 801
Alistad, AL 26898",-0.064314828,f,7.0, Not-in-family,8.699742924,55.40625,78.01878489,0.0,-1.014781695,2.83444103,"Machine-op-inspct|United-States
Separated -- Local-gov|Black", 11th,243867.0,1.0,41.32198974, <=50K,113.5384615,40.0,0.0
29,Miguel Horan,"9979 Kaitlyn Wall
Cummingsland, IA 99658",1.9461692169999998,f,14.0, Not-in-family,-0.302109158,136.90625,73.40784422,0.0,1.993991616,0.109810768,"Exec_managerial|United-States
Never-married -- Private|White", Masters,101562.0,0.0,51.65774348, <=50K,32.32190635,40.0,0.0
30,Domingo Labriola,"36319 Wiley Drive Suite 094
South Michael, WI 41806",6.899094616,f,10.0, Husband,-0.252485956,114.9296875,22.32664418,0.0,54.67741174,0.254314078,"Protective-serv|United-States
Married-civ-spouse -- Local-gov|White", Some-college,266135.0,0.0,51.6098924, >50K,4.122909699,52.0,0.0
31,David Jeansonne,"09510 Eric Harbors Apt. 477
North Warren, UT 69920",6.142253628,f,13.0, Not-in-family,-0.358455399,113.78125,26.86480789,0.0,39.44307517,0.017279599,"Sales|United-States
Never-married -- Self-emp-not-inc|White", Bachelors,212041.0,0.0,53.56668413, <=50K,4.9214046819999995,50.0,0.0
32,Terry Maupin,"077 Susan Hills Suite 358
Kellermouth, GA 60345",15.23245522,f,9.0, Other-relative,-0.39481363399999997,128.6484375,13.18841533,0.0,243.1387517,0.051290500999999995,"Sales|United-States
Widowed -- Private|White", HS-grad,267408.0,0.0,48.70343767, <=50K,0.93812709,15.0,0.0
33,Myron Williams,"97388 Sandra Place
West Kristine, MN 55938",0.326603238,f,6.0, Husband,16.47158311,38.390625,60.93219266,0.0,0.111317135,3.9224036669999998,"Craft-repair|United-States
Married-civ-spouse -- Private|White", 10th,112158.0,1.0,36.95335624, <=50K,112.7265886,40.0,0.0
34,Edward Mclaughlin,"72961 Fletcher Harbor Suite 857
Victoriaville, MD 07095",8.847060378,f,9.0, Husband,0.807183869,119.1328125,14.78148765,0.0,101.3059526,0.334408321,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,460408.0,0.0,42.38668185, >50K,2.408026756,40.0,0.0
35,Angelo Jones,"199 Taylor Parkway Apt. 929
Cherylmouth, NJ 83562",12.26835608,f,10.0, Unmarried,-0.594865024,106.6484375,14.09016057,0.0,171.99029140000005,0.37744202,"Exec_managerial|Scotland
Divorced -- Private|White", Some-college,71046.0,0.0,-5566.958745, <=50K,1.557692308,45.0,0.0
36,Charles Parrish,"96531 Zuniga Drive
Herreramouth, NY 66332",4.160176446,f,9.0, Husband,0.015481336000000004,136.1015625,40.0258565,0.0,16.58034372,-0.10901291,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,157932.0,0.0,44.08866065, <=50K,9.903010033,40.0,0.0
37,Daniel Mccauley,"PSC 2055, Box 9861
APO AE 05952",0.594073738,f,15.0, Husband,17.97538192,22.5390625,67.03781543,15024.0,-0.202539391,4.248686623999999,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Prof-school,119684.0,1.0,40.34129831, >50K,83.18478261,20.0,0.0
38,John Gilbert,"690 Christopher Ridge
South Joseph, SC 52186",0.17534749,f,9.0, Husband,35.34212422,18.359375,73.94695882,0.0,-0.786496017,5.749359799,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,132874.0,1.0,30.75907752, <=50K,102.0443144,40.0,0.0
39,Freeman Mcintosh,"USNV Guzman
FPO AP 35909",5.9910102929999995,f,9.0, Husband,5.185332343,90.3671875,30.87884814,0.0,36.56053633,1.553546259,"Farming-fishing|United-States
Married-civ-spouse -- Private|White", HS-grad,183639.0,1.0,36.78566957, <=50K,5.619565217000001,97.0,0.0
40,Jeff Clemens,"6764 Jensen Fork Apt. 780
Deckermouth, OR 99863",7.302736717999999,f,13.0, Husband,0.29516361,99.0390625,18.85216129,0.0,62.55797098,0.326099549,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Bachelors,144579.0,0.0,46.36580137, >50K,3.2801003339999997,40.0,0.0
41,Tim Evans,"735 Danielle Loop
Port Michael, RI 91892",8.953383483,f,9.0, Husband,-0.34144611399999997,133.4921875,15.80904693,0.0,100.75081690000002,0.003224327,"Exec_managerial|United-States
Married-civ-spouse -- Local-gov|White", HS-grad,391926.0,0.0,50.08196346, <=50K,2.5794314380000003,40.0,0.0
42,Dominick Kane,"8803 Jeffrey Club Apt. 250
New Josephshire, HI 89295",4.257050558,f,6.0, Own-child,-0.55299028,138.46875,33.52451107,0.0,18.90214154,-0.33004083,"Sales|United-States
Never-married -- Private|Black", 10th,75333.0,0.0,59.17570995, <=50K,8.722408027,24.0,0.0
43,Juan Delancey,"2668 Munoz Gardens
South Susan, HI 65237",17.94074456,f,11.0, Husband,2.505056516,89.8671875,12.39356141,0.0,333.9026305000001,1.591325272,"Craft-repair|United-States
Married-civ-spouse -- Private|White", Assoc-voc,377018.0,1.0,47.48229458, >50K,0.763377926,40.0,0.0
44,Robert Wynia,"4203 Angela Square
Bennettland, NJ 60672",9.738194423,f,10.0, Husband,1.6056078740000002,84.8828125,17.3237809,0.0,107.6866976,0.53779689,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", Some-college,130779.0,0.0,-3928.8122630000003, <=50K,2.151337793,40.0,0.0
45,Larry Kipp,"PSC 3683, Box 9012
APO AE 15096",0.7306525359999999,t,5.0, Own-child,-0.348212705,110.9375,81.81889805,0.0,-1.053548605,0.018436611000000002,"Sales|United-States
Never-married -- Self-emp-inc|White", 9th,413557.0,0.0,48.83002246, <=50K,63.75836120000001,40.0,0.0
46,Robert Morin,"897 Elizabeth Lights Apt. 249
Humphreyview, MS 32423",-0.588690802,f,9.0, Not-in-family,26.67807100000001,14.1484375,70.90820395,0.0,-0.977318435,4.999419405,"Adm-clerical|United-States
Never-married -- Federal-gov|White", HS-grad,39207.0,1.0,35.02768767, <=50K,168.8712375,40.0,0.0
47,James Coats,"7704 Lauren Manors Apt. 991
Lake Marisa, WY 78259",5.149891546,F,10.0, Own-child,0.280739631,110.625,34.76232159,0.0,26.39747056,0.445925347,"?|United-States
Never-married -- ?|White", Some-college,218415.0,0.0,47.57773245, <=50K,7.132107023,10.0,0.0
48,Larry Jacobs,"634 Danielle Parks Apt. 443
South Michaeltown, CA 24232",6.09131989,f,9.0, Husband,0.86074964,93.890625,36.0777686,0.0,35.1800352,0.238312828,"?|United-States
Married-civ-spouse -- ?|Black", HS-grad,190324.0,0.0,-4040.251276, <=50K,5.781772575,18.0,0.0
49,Raymond Washington,"8782 Jennifer Inlet Apt. 257
East Paul, KS 05781",1.26781163,f,9.0, Not-in-family,1.9620241669999998,91.984375,90.86816781,0.0,-0.293069512,0.825235154,"Transport-moving|United-States
Separated -- Private|White", HS-grad,303867.0,1.0,43.81958473, <=50K,51.73913043,44.0,0.0
50,Thomas Walker,"USCGC Johnson
FPO AE 23654",3.055454698,f,10.0, Not-in-family,7.957333027000001,70.0703125,55.28513401,0.0,7.9625201610000005,2.064123536,"Exec-managerial|United-States
Divorced -- Self-emp-not-inc|White", Some-college,245724.0,1.0,38.21284625, <=50K,18.44565217,50.0,0.0
51,Jody Nalls,"69736 John Shoal Apt. 744
Jenkinstown, TN 61208",8.976673477,f,9.0, Not-in-family,-0.028934695,113.8671875,14.945839999999999,0.0,103.8030694,0.23481997,"Other-service|United-States
Never-married -- Private|White", HS-grad,106544.0,0.0,52.27636462, <=50K,2.474916388,40.0,0.0
52,Wayne Pagliaro,"7966 Buchanan Keys
Matthewburgh, MD 76012",10.25611644,f,13.0, Unmarried,1.6110286130000002,77.78125,15.65294141,0.0,121.85217450000002,0.760277605,"Exec-managerial|Germany
Divorced -- Local-gov|White", Bachelors,180407.0,0.0,41.38556087, <=50K,1.889632107,42.0,0.0
53,Edward Allscheid,"3089 Jose Drive Apt. 430
South Heather, VA 93791",2.341589875,F,10.0, Own-child,9.154545696,69.7890625,57.18585784,0.0,4.382928529,2.5183108169999997,"Adm-clerical|United-States
Never-married -- Private|White", Some-college,269243.0,1.0,36.46909058, <=50K,24.26672241,40.0,0.0
54,Todd Flanagan,"2167 Wells Shoals Apt. 264
East Brianshire, RI 40818",5.495812894,f,10.0, Husband,0.35438247799999995,129.765625,29.63432554,0.0,31.414043300000003,-0.11115465699999999,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Some-college,109638.0,0.0,46.83990092, <=50K,5.867892977,45.0,1672.0
55,Robert Covington,"USCGC Frey
FPO AE 10252",6.318928586,f,15.0, Husband,-0.426999545,140.0390625,24.52641642,0.0,40.93901278,-0.199783307,"Prof-specialty|United-States
Married-civ-spouse -- Self-emp-inc|White", Prof-school,158437.0,0.0,54.01003992, >50K,4.096153846,35.0,0.0
56,Michael Peters,"00385 Charles Trail
North Morganton, SD 71083",9.531867083,f,9.0, Husband,-0.19340110300000002,106.09375,16.96928902,7298.0,106.6541601,0.37112298,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,265706.0,0.0,51.14355371, >50K,2.56270903,40.0,0.0
57,Felix Tritto,"387 Marissa Burgs
Angelicabury, AZ 02358",11.50179962,f,9.0, Unmarried,0.16166494,118.3359375,15.16571943,0.0,143.0321101,0.147801813,"?|United-States
Widowed -- ?|White", HS-grad,176986.0,0.0,47.69291046, <=50K,1.489130435,24.0,0.0
58,Clarence Grosse,"548 Lamb Parks Suite 615
Ronaldview, MA 76217",13.90631847,f,13.0, Husband,2.437318676,87.0703125,10.97806894,0.0,263.5604499,0.870472976,"Farming_fishing|United-States
Married-civ-spouse -- Self-emp-not-inc|White", Bachelors,155057.0,0.0,38.08998055, <=50K,1.464882943,20.0,0.0
59,David Hayes,"235 Jennifer Throughway Suite 569
New Anthonyland, PA 19524",0.5260486999999999,f,9.0, Husband,24.33292136,16.0546875,58.82409502,0.0,-0.12743990800000002,4.9704123330000005,"Transport-moving|United-States
Married-civ-spouse -- Local-gov|White", HS-grad,286967.0,1.0,37.73329692, <=50K,110.5510033,45.0,0.0
60,Anthony Colucci,"904 Robert Cliffs Suite 186
West Kyle, CO 77139",0.94238102,f,10.0, Not-in-family,3.6560403860000004,75.6796875,82.02374147,0.0,-0.561960661,1.6635769580000002,"Tech-support|United-States
Never-married -- Private|White", Some-college,112854.0,1.0,44.5385952, <=50K,64.81354515,16.0,0.0
61,David Farwell,"5892 Ruiz Fords Apt. 885
North Samantha, KS 73821",-1.7853765780000002,f,9.0, Own-child,8.810672554,44.8671875,59.73772038,0.0,2.940913427,2.888739412,"Farming-fishing|United-States
Never-married -- Private|Black", HS-grad,234780.0,1.0,45.69333429, <=50K,176.11956519999995,40.0,0.0
62,Kurt Becerra,"6769 Pope Ranch
South Jeremyland, MT 03496",16.20865178,f,11.0, Husband,0.11288826199999999,110.5625,12.34134842,0.0,289.2134088,0.40563614,"Sales|United-States
Married-civ-spouse -- Private|White", Assoc-voc,362482.0,0.0,51.70072382, <=50K,0.93812709,50.0,0.0
63,Gordon Bonner,"09060 Garcia Stravenue Apt. 000
North Hannah, MD 69683",1.516937446,f,10.0, Own-child,1.309664351,95.3671875,42.93434726,0.0,1.262354826,0.7423382190000001,"Adm-clerical|United-States
Never-married -- Private|White", Some-college,226327.0,0.0,45.34225249, <=50K,25.07441472,40.0,0.0
64,Tony Vaughn,"137 James Island Suite 250
Lake Deniseville, NE 99741",15.34075767,f,13.0, Not-in-family,0.789404478,121.6796875,11.57103226,0.0,269.1167023,0.41392831,"Adm-clerical|United-States
Widowed -- Federal-gov|White", Bachelors,44774.0,0.0,40.36860119, <=50K,0.9498327759999999,40.0,0.0
65,Jack Staggers,"1310 Russell Islands
Lake Baileyburgh, SD 15418",1.431424939,FALSE,13.0, Own-child,37.02988934,8.2734375,47.50191021,0.0,2.364449475,6.015472886,"Prof-specialty|United-States
Never-married -- Private|White", Bachelors,113062.0,1.0,32.70624817, <=50K,73.28177258,40.0,0.0
66,Fred Chan,"303 Lamb View Apt. 968
East Jerryland, NH 47543",4.329455438,f,13.0, Not-in-family,0.0044668979999999995,122.7265625,34.24836596,0.0,18.52581048,0.17996241300000002,"Adm-clerical|United-States
Married-spouse-absent -- Private|White", Bachelors,28053.0,0.0,51.69059314, <=50K,8.408026756,25.0,0.0
67,Robert Williams,"643 Blair Street Apt. 790
Jasonmouth, WV 50967",10.30903207,f,9.0, Not-in-family,0.0955331,117.390625,15.48100539,0.0,127.45552099999999,0.315378522,"Exec-managerial|United-States
Divorced -- Private|White", HS-grad,116666.0,0.0,48.75548597, <=50K,2.12541806,40.0,0.0
68,Joseph Garcia,"PSC 4697, Box 4338
APO AP 99511",6.256716043,f,7.0, Husband,1.841149022,89.7578125,29.49639794,0.0,38.48474417,0.96405992,"Transport-moving|United-States
Married-civ-spouse -- Private|White", 11th,119153.0,1.0,45.67681067, <=50K,4.777591973,50.0,0.0
69,Steven Coon,"5396 Kramer Common Apt. 129
Blackburnshire, WV 26628",12.63088639,f,13.0, Wife,0.622287055,94.203125,11.49735769,0.0,221.2272068,0.32628647,"Adm_clerical|United-States
Married-civ-spouse -- Private|White", Bachelors,240283.0,0.0,43.60285243, >50K,1.594481605,40.0,0.0
70,Edgar Payne,"5326 Colleen Square Apt. 893
West Taratown, NC 10473",26.46184636,f,10.0, Husband,-0.346824972,133.5703125,8.384974572,0.0,751.0237416,-0.010392741,"?|United-States
Married-civ-spouse -- ?|White", Some-college,268954.0,0.0,55.34150844, >50K,0.367892977,12.0,0.0
71,Richard Dufour,"0106 Lee Prairie Suite 584
New Brian, OR 59786",11.75689076,f,9.0, Not-in-family,0.59410482,97.9140625,16.10162948,15831.0,146.9822525,0.37033374399999996,"Exec-managerial|United-States
Widowed -- Self-emp-inc|White", HS-grad,411007.0,0.0,42.03087172, >50K,1.5301003340000001,40.0,0.0
72,Jon Doss,"USS Dennis
FPO AA 23853",9.086360614,f,13.0, Husband,-0.27997833899999996,117.875,15.10393043,0.0,107.8355176,0.17173591800000002,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Bachelors,108116.0,0.0,54.22277543, >50K,2.596153846,60.0,1902.0
73,Brandon Patel,"701 Miranda Stream Apt. 440
West Mindytown, DE 24670",8.041060352999999,f,9.0, Own-child,0.232619013,123.5,24.62674267,0.0,65.57651271,-0.036569121,"Transport-moving|?
Never-married -- Private|Asian-Pac-Islander", HS-grad,184400.0,0.0,47.48025906, <=50K,3.2775919730000003,30.0,0.0
74,Aaron Gregg,"10883 Williams Locks Suite 821
East Carmen, ME 31095",5.372288155,f,13.0, Husband,1.010726324,93.8671875,29.4190105,0.0,31.27245309,0.5440132529999999,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Bachelors,129525.0,0.0,42.96680606, >50K,6.619565217000001,50.0,0.0
75,Leonard Carrothers,"19205 Laura Corner
Michaelchester, SC 17421",0.68269248,f,9.0, Husband,38.70819796,7.796875,55.704857,0.0,-0.374732984,6.139090075,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", HS-grad,223327.0,1.0,33.05969019, >50K,109.12541809999999,40.0,0.0
76,Carl Dobransky,"102 Taylor Trace
New Jennifer, RI 87597",13.10583628,f,6.0, Own-child,-0.393822915,109.765625,11.60291821,0.0,223.92819390000002,0.033314047,"Craft-repair|United-States
Never-married -- Private|White", 10th,303822.0,0.0,47.89824572, <=50K,1.2909699,40.0,0.0
77,Robert Wood,"6529 Amanda Meadows
Marthaland, MS 31892",9.055661141,f,10.0, Own-child,0.555319754,125.5703125,14.67477208,0.0,107.21511409999998,0.158003405,"Other-service|United-States
Separated -- Private|White", Some-college,110677.0,0.0,45.59651227, <=50K,2.365384615,40.0,0.0
78,William Trudnowski,"4768 Pineda Park
North Joshuachester, IL 49799",8.271203411,f,11.0, Own-child,-0.266813252,125.6328125,16.62528575,0.0,83.82195871,0.052457624,"Exec-managerial|United-States
Never-married -- Private|White", Assoc-voc,162282.0,0.0,-5033.231304, <=50K,2.8352842810000003,40.0,0.0
79,Howard Haro,"28788 Shawn Shoal Apt. 090
South Judyfurt, WV 74995",6.854449719,f,9.0, Unmarried,-0.05506863,135.46875,25.05846103,0.0,49.36971326,0.111350814,"?|United-States
Never-married -- ?|White", HS-grad,321629.0,0.0,47.36690853, <=50K,4.212374582,16.0,0.0
80,Robert Knight,"223 Meyer Trace
Rachelview, NE 65834",7.135661586,f,9.0, Husband,0.7644732909999999,115.8046875,19.295274600000006,0.0,62.00465691,0.223058502,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,102147.0,0.0,39.59009871, <=50K,3.810200669,40.0,0.0
81,Ryan Watson,"525 Shannon Causeway
Port Jamieport, IA 52498",12.40047353,f,10.0, Own-child,-0.09873432,114.9140625,11.67224808,0.0,212.0243011,0.130221007,"Exec-managerial|United-States
Never-married -- Private|White", Some-college,235071.0,0.0,51.67718720000001, <=50K,1.72826087,50.0,0.0
82,Art Amundson,"839 Richard Wells Suite 814
North Dustinberg, AR 76838",0.721158338,f,9.0, Husband,38.47727791,13.796875,68.01215788,0.0,-0.354039516,6.0996139760000005,"Farming-fishing|United-States
Married-civ-spouse -- Self-emp-not-inc|White", HS-grad,175456.0,1.0,31.31701798, <=50K,68.7541806,50.0,0.0
83,Ralph Lyle,"USNS Howard
FPO AA 47510",5.273107213,f,10.0, Husband,0.268530657,125.046875,32.02217293,0.0,28.06126566,0.18520822899999997,"Sales|United-States
Married-civ-spouse -- Private|White", Some-college,160920.0,0.0,4651.190361, <=50K,6.531772575,45.0,0.0
84,Dewey Frilling,"69997 Madeline Inlet
Manningmouth, NH 07285",1.4800790940000002,f,2.0, Husband,27.05705636,26.9375,63.08305511,0.0,1.386698337,4.92841228,"Craft-repair|Mexico
Married-civ-spouse -- Private|White", 1st-4th,328447.0,1.0,32.13199097, <=50K,47.20986622,35.0,0.0
85,Jeffrey Harris,"07025 Perry Roads Suite 217
Mosleymouth, NM 00921",7.241712991,f,13.0, Husband,-0.45369595700000004,126.765625,21.29104023,0.0,56.67303492,0.183117425,"Handlers-cleaners|United-States
Married-civ-spouse -- Private|White", Bachelors,103586.0,0.0,51.92745606, <=50K,3.2993311039999997,55.0,0.0
86,Thomas Whish,"USS Obrien
FPO AE 57226",5.118543829,f,9.0, Own-child,-0.304359832,119.71875,24.78743623,0.0,27.90253372,-0.02552272,"Adm-clerical|United-States
Never-married -- Private|White", HS-grad,129508.0,0.0,54.54584332, <=50K,5.2792642139999995,28.0,0.0
